step,customer,age,gender,merchant,category,amount,fraud
133,C1960353164,2,F,M1823072687,es_transportation,8.05,0
39,C1309027409,3,M,M1823072687,es_transportation,28.78,0
54,C1732752834,3,M,M1823072687,es_transportation,13.42,0
154,C367052603,2,F,M348934600,es_transportation,67.08,0
76,C598089944,2,M,M348934600,es_transportation,46.64,0
134,C259158925,5,F,M1823072687,es_transportation,31.21,0
143,C512928735,2,F,M1823072687,es_transportation,24.3,0
71,C1491518488,5,F,M1823072687,es_transportation,9.37,0
156,C805014659,3,M,M1823072687,es_transportation,70.13,0
12,C1158738757,3,M,M348934600,es_transportation,44.86,0
80,C1941625566,3,F,M348934600,es_transportation,14.9,0
26,C1068772542,1,M,M348934600,es_transportation,12.5,0
174,C267593624,1,F,M1823072687,es_transportation,27.94,0
164,C2131498052,5,M,M1823072687,es_transportation,10.16,0
128,C1878030169,5,M,M1823072687,es_transportation,32.3,0
149,C2027325203,5,F,M348934600,es_transportation,1.97,0
85,C2053277267,1,M,M1823072687,es_transportation,36.22,0
44,C1002759277,1,F,M348934600,es_transportation,39.35,0
53,C333484923,4,M,M1823072687,es_transportation,47.36,0
21,C1271627744,4,F,M1741626453,es_sportsandtoys,72.0,0
0,C746862122,3,M,M348934600,es_transportation,73.77,0
96,C883803148,1,F,M1823072687,es_transportation,2.43,0
13,C326482046,3,M,M1823072687,es_transportation,31.96,0
124,C1971153898,3,M,M1823072687,es_transportation,14.95,0
85,C1802570035,4,F,M348934600,es_transportation,0.95,0
179,C1021896897,4,M,M348934600,es_transportation,5.16,0
49,C1690594556,4,F,M1823072687,es_transportation,30.81,0
23,C23049140,5,F,M348934600,es_transportation,35.2,0
161,C1781238594,4,F,M85975013,es_food,41.94,0
31,C1526175877,1,F,M1823072687,es_transportation,40.88,0
125,C1038733568,2,M,M85975013,es_food,27.71,0
99,C1839662768,3,F,M348934600,es_transportation,52.14,0
156,C1204780618,4,M,M1823072687,es_transportation,2.12,0
42,C1872482068,4,M,M1823072687,es_transportation,5.74,0
148,C732771224,4,F,M85975013,es_food,45.58,0
63,C1274818444,5,F,M348934600,es_transportation,1.5,0
14,C1494829095,3,F,M348934600,es_transportation,25.37,0
162,C1004109477,5,F,M1600850729,es_fashion,2.36,0
79,C207380283,3,F,M348934600,es_transportation,16.05,0
159,C253956131,6,M,M85975013,es_food,104.72,0
150,C353418507,4,M,M1823072687,es_transportation,8.34,0
53,C214836772,2,M,M1823072687,es_transportation,42.82,0
97,C54876469,4,M,M348934600,es_transportation,51.32,0
165,C2117552812,1,F,M1823072687,es_transportation,9.55,0
19,C503433561,4,M,M348934600,es_transportation,3.11,0
174,C591563666,4,M,M1823072687,es_transportation,15.59,0
72,C249907687,6,F,M1823072687,es_transportation,11.8,0
78,C359668643,2,M,M348934600,es_transportation,28.61,0
88,C232369406,5,F,M1823072687,es_transportation,17.81,0
93,C927696302,3,F,M1823072687,es_transportation,0.72,0
166,C169274898,3,F,M1823072687,es_transportation,42.1,0
34,C1557448880,4,M,M1823072687,es_transportation,2.18,0
147,C682814633,2,F,M1823072687,es_transportation,7.21,0
61,C1836308269,1,M,M151143676,es_barsandrestaurants,62.42,0
94,C2091583256,2,F,M1823072687,es_transportation,74.92,0
156,C1714895875,2,M,M1823072687,es_transportation,24.15,0
116,C1067668919,2,F,M348934600,es_transportation,76.91,0
111,C435572486,1,F,M1823072687,es_transportation,21.67,0
131,C125143024,5,M,M1823072687,es_transportation,1.65,0
91,C771207119,4,M,M1823072687,es_transportation,78.2,0
55,C506565122,5,F,M348934600,es_transportation,0.28,0
98,C1136859577,3,M,M1823072687,es_transportation,9.58,0
173,C324262354,4,F,M1823072687,es_transportation,44.04,0
47,C1404684380,5,F,M348934600,es_transportation,23.91,0
26,C706685788,1,F,M348934600,es_transportation,37.31,0
105,C1870640785,4,M,M1823072687,es_transportation,44.46,0
132,C1204740969,3,M,M1823072687,es_transportation,33.18,0
168,C1433132752,3,M,M1823072687,es_transportation,6.89,0
69,C599675908,2,M,M151143676,es_barsandrestaurants,1.46,0
32,C1779394537,4,F,M45060432,es_hotelservices,147.22,0
145,C2128263275,2,M,M1823072687,es_transportation,53.13,0
63,C870503362,2,F,M348934600,es_transportation,4.65,0
37,C85075290,3,F,M348934600,es_transportation,5.96,0
81,C2081591507,3,F,M85975013,es_food,45.97,0
172,C1701338775,5,F,M1823072687,es_transportation,18.33,0
95,C1586463432,6,M,M348934600,es_transportation,62.28,0
97,C555482626,3,F,M85975013,es_food,15.13,0
27,C57136184,6,F,M348934600,es_transportation,12.32,0
94,C732771224,4,F,M1823072687,es_transportation,27.32,0
135,C1214828746,2,F,M348934600,es_transportation,12.84,0
19,C26438018,4,M,M348934600,es_transportation,45.18,0
28,C830856919,6,M,M1823072687,es_transportation,6.29,0
125,C2072009750,2,F,M85975013,es_food,0.91,0
110,C579648989,3,F,M348934600,es_transportation,45.55,0
113,C1082594377,2,F,M1823072687,es_transportation,43.59,0
16,C56197730,2,M,M348934600,es_transportation,33.27,0
127,C261466841,6,M,M348934600,es_transportation,53.34,0
97,C377075708,2,M,M1823072687,es_transportation,21.42,0
86,C10745331,4,F,M1823072687,es_transportation,41.5,0
125,C1159034982,3,M,M1823072687,es_transportation,9.71,0
76,C914250073,2,M,M348934600,es_transportation,6.83,0
112,C20274793,3,F,M348934600,es_transportation,43.69,0
21,C970603000,5,M,M348934600,es_transportation,17.19,0
109,C1953872129,2,M,M1823072687,es_transportation,13.16,0
129,C1256072323,2,M,M1823072687,es_transportation,23.8,0
106,C149698808,2,F,M1823072687,es_transportation,15.19,0
8,C391642320,3,F,M1823072687,es_transportation,11.2,0
92,C911139709,3,F,M1823072687,es_transportation,9.48,0
91,C1456179400,5,F,M348934600,es_transportation,54.82,0
105,C1804573810,2,F,M1823072687,es_transportation,19.34,0
164,C746604092,3,F,M85975013,es_food,49.63,0
73,C2136553361,2,F,M1823072687,es_transportation,48.63,0
41,C118437987,2,M,M348934600,es_transportation,57.98,0
150,C1378412230,2,F,M85975013,es_food,30.75,0
172,C1055164842,4,M,M1823072687,es_transportation,17.31,0
134,C1140809068,3,F,M1823072687,es_transportation,45.58,0
155,C23992005,3,M,M348934600,es_transportation,0.27,0
93,C1557448113,4,F,M85975013,es_food,90.72,0
33,C1439470393,2,F,M1823072687,es_transportation,35.08,0
122,C1057259459,3,F,M348934600,es_transportation,15.72,0
26,C897057254,2,F,M78078399,es_wellnessandbeauty,1.6,0
135,C2048375146,5,F,M1823072687,es_transportation,4.23,0
5,C1808385426,2,M,M209847108,es_wellnessandbeauty,290.17,1
167,C88292631,4,M,M85975013,es_food,13.31,0
98,C1612798177,3,F,M1823072687,es_transportation,32.81,0
136,C78230690,2,F,M1823072687,es_transportation,39.99,0
60,C659009992,5,M,M1823072687,es_transportation,28.42,0
105,C30374753,6,F,M348934600,es_transportation,8.47,0
119,C630871084,2,F,M1823072687,es_transportation,28.18,0
121,C1945520078,3,F,M1823072687,es_transportation,15.9,0
129,C1935421495,1,F,M1823072687,es_transportation,48.07,0
20,C34111179,4,F,M1535107174,es_wellnessandbeauty,64.53,0
21,C868061193,3,F,M1823072687,es_transportation,5.7,0
119,C793890087,2,F,M348934600,es_transportation,54.16,0
14,C1884342559,2,F,M348934600,es_transportation,2.14,0
115,C39890933,5,M,M1823072687,es_transportation,38.49,0
83,C588937224,1,M,M348934600,es_transportation,5.55,0
172,C318717540,4,M,M1823072687,es_transportation,41.55,0
75,C1338020899,3,M,M348934600,es_transportation,33.94,0
155,C923919564,3,F,M151143676,es_barsandrestaurants,21.87,0
113,C841747618,3,M,M78078399,es_wellnessandbeauty,25.97,0
113,C1267749701,2,F,M1823072687,es_transportation,43.14,0
175,C1999699557,3,F,M1823072687,es_transportation,48.91,0
66,C686669439,3,F,M348934600,es_transportation,57.15,0
108,C490238464,3,M,M1823072687,es_transportation,37.13,0
82,C1489078579,1,M,M1823072687,es_transportation,6.45,0
117,C1834864466,2,M,M1823072687,es_transportation,44.73,0
72,C423379854,2,M,M1823072687,es_transportation,9.55,0
105,C526635102,2,M,M1823072687,es_transportation,7.31,0
134,C1741615821,3,M,M78078399,es_wellnessandbeauty,128.5,0
151,C591563666,4,M,M1823072687,es_transportation,2.97,0
15,C1122835446,2,F,M1823072687,es_transportation,13.93,0
28,C1255149927,2,M,M348934600,es_transportation,20.41,0
157,C1952969809,4,F,M348934600,es_transportation,33.42,0
96,C1799527037,2,M,M1823072687,es_transportation,20.46,0
133,C187473376,2,F,M348934600,es_transportation,37.98,0
178,C1928842916,2,M,M1823072687,es_transportation,7.93,0
38,C454239699,3,F,M348934600,es_transportation,95.23,0
22,C1708403061,1,F,M209847108,es_wellnessandbeauty,46.05,0
165,C1453715655,1,F,M855959430,es_hyper,57.25,0
134,C2012683959,2,F,M1823072687,es_transportation,32.3,0
174,C1280960686,2,M,M85975013,es_food,24.38,0
60,C1680004438,2,F,M348934600,es_transportation,30.43,0
57,C535324444,2,M,M348934600,es_transportation,16.76,0
150,C894687005,5,M,M1823072687,es_transportation,18.14,0
49,C1191069340,4,F,M348934600,es_transportation,14.6,0
150,C1755124222,2,M,M1823072687,es_transportation,15.04,0
142,C1055224400,3,F,M348934600,es_transportation,50.17,0
157,C1928450094,2,M,M1823072687,es_transportation,3.21,0
115,C1510459992,3,M,M1823072687,es_transportation,0.0,0
144,C2044438336,2,M,M348934600,es_transportation,32.02,0
140,C1879341237,4,M,M349281107,es_fashion,60.47,0
131,C585299069,3,F,M1823072687,es_transportation,16.39,0
69,C764092576,4,F,M1823072687,es_transportation,33.47,0
127,C1305161735,6,M,M348934600,es_transportation,35.66,0
131,C206074131,5,F,M1823072687,es_transportation,7.01,0
142,C214836772,2,M,M1823072687,es_transportation,4.01,0
140,C731767226,6,M,M1823072687,es_transportation,45.73,0
33,C920335350,2,F,M50039827,es_health,264.26,0
114,C1801015376,2,M,M1823072687,es_transportation,19.19,0
139,C1405664150,4,M,M1913465890,es_health,210.29,0
66,C926672832,2,M,M348934600,es_transportation,11.39,0
13,C2101882723,1,F,M348934600,es_transportation,31.42,0
24,C25346278,3,M,M348934600,es_transportation,6.82,0
67,C1941625566,3,F,M348934600,es_transportation,14.83,0
117,C1530098029,3,F,M1823072687,es_transportation,48.93,0
83,C1744098311,4,F,M1823072687,es_transportation,31.3,0
96,C1238185596,5,M,M1823072687,es_transportation,39.85,0
141,C1658591237,1,M,M1823072687,es_transportation,51.71,0
80,C2136553361,2,F,M1823072687,es_transportation,30.03,0
119,C106397937,5,M,M1823072687,es_transportation,16.55,0
82,C1598533502,3,F,M1823072687,es_transportation,25.82,0
115,C1980965530,4,M,M1823072687,es_transportation,64.23,0
110,C1475799889,3,F,M855959430,es_hyper,23.67,0
169,C612230385,4,M,M348934600,es_transportation,27.97,0
90,C2046797625,2,M,M1823072687,es_transportation,51.6,0
20,C1441133487,1,M,M348934600,es_transportation,17.83,0
79,C1454671890,5,F,M348934600,es_transportation,46.37,0
138,C962830776,2,M,M1823072687,es_transportation,0.81,0
140,C1741037105,1,F,M1823072687,es_transportation,28.2,0
159,C1143401925,1,F,M1823072687,es_transportation,17.51,0
7,C692102449,2,F,M348934600,es_transportation,9.01,0
135,C677660361,5,M,M1823072687,es_transportation,25.54,0
95,C1939349733,2,M,M1823072687,es_transportation,10.98,0
27,C1209743372,4,F,M1823072687,es_transportation,13.74,0
168,C893276958,2,M,M1823072687,es_transportation,3.32,0
124,C971766834,2,F,M348934600,es_transportation,17.98,0
76,C378899672,1,F,M348934600,es_transportation,26.42,0
139,C2005093875,5,F,M348934600,es_transportation,34.23,0
167,C1259760240,2,F,M1913465890,es_health,58.84,0
90,C1680004438,2,F,M348934600,es_transportation,65.51,0
152,C1803364571,5,M,M1823072687,es_transportation,4.2,0
95,C521436442,3,F,M348934600,es_transportation,6.16,0
165,C832611882,3,M,M1823072687,es_transportation,17.85,0
31,C1862384239,4,M,M348934600,es_transportation,57.19,0
34,C1768220463,4,M,M348934600,es_transportation,26.77,0
77,C1320066686,2,F,M1823072687,es_transportation,17.26,0
25,C323996741,4,M,M348934600,es_transportation,19.72,0
66,C1158646143,3,M,M348934600,es_transportation,27.42,0
161,C1156672988,5,M,M85975013,es_food,68.51,0
137,C2042503226,2,F,M1823072687,es_transportation,37.05,0
156,C1451561221,6,M,M1823072687,es_transportation,5.74,0
147,C995235283,3,F,M348934600,es_transportation,5.99,0
101,C2704357,4,F,M348934600,es_transportation,4.43,0
102,C2128589842,3,F,M1823072687,es_transportation,58.59,0
131,C1952040134,3,F,M1823072687,es_transportation,21.92,0
58,C255101565,1,F,M1823072687,es_transportation,26.9,0
85,C1491288577,1,M,M348934600,es_transportation,2.81,0
177,C800272493,2,F,M1823072687,es_transportation,19.68,0
44,C553434543,2,M,M1600850729,es_fashion,9.38,0
151,C1513653440,4,M,M1053599405,es_health,37.99,0
125,C546957379,5,M,M348934600,es_transportation,25.52,0
165,C828968085,1,F,M1823072687,es_transportation,14.78,0
174,C1849046345,4,F,M348934600,es_transportation,0.3,0
33,C1340398290,4,M,M348934600,es_transportation,15.22,0
49,C1486961552,4,F,M1823072687,es_transportation,16.94,0
121,C1532733169,3,M,M1823072687,es_transportation,52.81,0
117,C1053477622,2,M,M1823072687,es_transportation,18.86,0
127,C1037622786,3,F,M348934600,es_transportation,5.49,0
40,C350626061,3,F,M1741626453,es_sportsandtoys,57.15,0
24,C1548142512,4,F,M348934600,es_transportation,0.72,0
153,C826715503,5,M,M1823072687,es_transportation,1.63,0
138,C1977646698,3,F,M348934600,es_transportation,43.59,0
114,C1453715655,1,F,M348934600,es_transportation,11.05,0
48,C1819254965,6,M,M348934600,es_transportation,55.27,0
102,C404247926,5,F,M348934600,es_transportation,31.68,0
87,C290140685,3,F,M1053599405,es_health,178.62,0
20,C1808385426,2,M,M348934600,es_transportation,3.36,0
157,C546697817,5,F,M348934600,es_transportation,7.5,0
30,C323226584,5,M,M348934600,es_transportation,11.24,0
32,C1687903356,1,F,M1823072687,es_transportation,34.99,0
73,C1320820565,2,F,M348934600,es_transportation,2.32,0
116,C2042503226,2,F,M1823072687,es_transportation,29.19,0
137,C911582672,3,M,M1823072687,es_transportation,12.91,0
165,C1639665156,3,M,M1823072687,es_transportation,66.09,0
170,C937166633,3,F,M348934600,es_transportation,22.58,0
21,C1943207086,5,F,M348934600,es_transportation,5.18,0
50,C1901383731,4,F,M1823072687,es_transportation,8.05,0
171,C1150646122,3,M,M85975013,es_food,42.54,0
94,C1451561221,6,M,M1823072687,es_transportation,32.71,0
158,C1127069069,2,F,M348934600,es_transportation,14.87,0
25,C1275741147,3,F,M348934600,es_transportation,64.83,0
140,C156263401,4,F,M1823072687,es_transportation,24.59,0
132,C1477378413,3,M,M1535107174,es_wellnessandbeauty,87.44,0
81,C892313955,3,M,M1823072687,es_transportation,39.28,0
89,C1240746302,6,M,M1823072687,es_transportation,6.95,0
133,C855082400,2,M,M1823072687,es_transportation,8.11,0
141,C507179979,2,F,M1823072687,es_transportation,15.96,0
167,C1980965530,4,M,M1823072687,es_transportation,23.96,0
177,C1457264318,3,F,M1053599405,es_health,14.11,0
133,C1499701993,3,M,M85975013,es_food,107.2,0
57,C1551465414,1,M,M348934600,es_transportation,26.25,0
32,C1159406873,3,F,M348934600,es_transportation,1.51,0
67,C1855338494,4,M,M348934600,es_transportation,18.13,0
122,C346428597,3,M,M1823072687,es_transportation,30.47,0
175,C2044070952,2,F,M1823072687,es_transportation,3.19,0
82,C1084001812,2,M,M1823072687,es_transportation,23.77,0
102,C1283534588,3,M,M1823072687,es_transportation,32.17,0
154,C1532144144,1,M,M348934600,es_transportation,13.08,0
115,C574289698,3,M,M1823072687,es_transportation,28.44,0
70,C96868586,3,M,M1823072687,es_transportation,20.87,0
117,C1567160901,2,F,M1823072687,es_transportation,19.91,0
130,C1886601622,3,M,M348934600,es_transportation,51.47,0
138,C394488921,5,F,M17379832,es_sportsandtoys,672.91,1
32,C2132111174,3,F,M348934600,es_transportation,24.67,0
80,C2074365962,4,M,M85975013,es_food,14.32,0
96,C2115574807,5,F,M348934600,es_transportation,44.78,0
34,C959506480,1,F,M348934600,es_transportation,44.86,0
116,C1388726904,3,F,M1823072687,es_transportation,35.61,0
93,C1506066038,5,M,M85975013,es_food,30.81,0
137,C1305161735,6,M,M980657600,es_sportsandtoys,137.94,1
135,C1716617782,2,M,M1649169323,es_sportsandtoys,66.46,0
50,C791033780,6,F,M348934600,es_transportation,17.67,0
139,C1232523772,1,M,M1823072687,es_transportation,33.45,0
9,C1424475955,3,M,M348934600,es_transportation,7.61,0
120,C1651213581,3,F,M348934600,es_transportation,27.32,0
64,C381446674,5,F,M1823072687,es_transportation,11.21,0
113,C742784538,3,M,M1913465890,es_health,118.5,0
126,C1854104284,2,F,M1053599405,es_health,88.82,0
172,C1228152586,1,F,M1873032707,es_hotelservices,279.49,1
22,C423454023,3,M,M348934600,es_transportation,44.18,0
167,C1411169363,2,F,M1823072687,es_transportation,2.04,0
128,C200459252,1,M,M1823072687,es_transportation,29.75,0
126,C285580881,2,M,M348934600,es_transportation,4.47,0
22,C1791014902,4,F,M480139044,es_health,147.59,0
91,C1915276731,3,M,M85975013,es_food,15.07,0
156,C1735092211,3,F,M348934600,es_transportation,0.14,0
139,C1146143839,3,F,M1823072687,es_transportation,50.59,0
129,C1379018843,5,M,M1823072687,es_transportation,12.29,0
122,C1226558289,4,M,M1823072687,es_transportation,38.68,0
16,C749077907,4,M,M348934600,es_transportation,12.16,0
121,C1347371891,2,M,M1823072687,es_transportation,7.34,0
53,C1153943594,2,M,M1823072687,es_transportation,23.11,0
59,C1175850429,4,M,M980657600,es_sportsandtoys,5.74,1
98,C323852731,2,F,M855959430,es_hyper,3.02,0
101,C1254696728,2,M,M1823072687,es_transportation,9.36,0
86,C546957379,5,M,M348934600,es_transportation,37.36,0
139,C1148364854,5,F,M1823072687,es_transportation,51.59,0
37,C2126436338,1,F,M348934600,es_transportation,13.87,0
44,C344248234,2,M,M348934600,es_transportation,49.17,0
162,C1126297464,2,F,M1600850729,es_fashion,7.51,0
133,C1389311354,5,M,M1823072687,es_transportation,7.36,0
13,C2125297333,2,F,M1946091778,es_wellnessandbeauty,20.13,0
170,C1120165888,2,M,M348934600,es_transportation,39.52,0
153,C512783217,2,M,M348934600,es_transportation,15.52,0
129,C448612141,3,M,M349281107,es_fashion,94.03,0
19,C1927346472,1,M,M348934600,es_transportation,24.43,0
172,C1407767965,3,F,M1823072687,es_transportation,40.3,0
132,C1440811710,5,M,M1823072687,es_transportation,27.87,0
22,C1800696439,5,M,M348934600,es_transportation,49.58,0
55,C787259637,1,F,M855959430,es_hyper,47.42,0
35,C644590864,1,M,M1823072687,es_transportation,22.73,0
138,C1413774656,2,F,M1823072687,es_transportation,36.08,0
106,C1663162700,2,M,M1823072687,es_transportation,20.17,0
8,C693174391,3,F,M1823072687,es_transportation,38.04,0
106,C1801015376,2,M,M1823072687,es_transportation,84.75,0
147,C1508025585,5,F,M1823072687,es_transportation,1.52,0
130,C1799010144,2,F,M1823072687,es_transportation,20.79,0
113,C317314063,2,M,M1823072687,es_transportation,4.38,0
83,C597122637,4,M,M348934600,es_transportation,13.84,0
71,C1298891864,2,F,M1198415165,es_wellnessandbeauty,18.66,0
0,C85676975,4,M,M1823072687,es_transportation,27.29,0
47,C450845582,2,F,M348934600,es_transportation,20.35,0
28,C251875213,2,M,M348934600,es_transportation,14.91,0
